date,steps,daily_movement,cal_total,high,low,medium,rest,duration,awake,efficiency
2021-07-12,5024,3.817,2409,0,245,6,443,459.0,32.0,93
2021-07-13,6848,5.603,2459,0,302,12,557,441.0,60.0,86
2021-07-14,5172,3.622,2429,0,312,7,469,416.0,28.0,93
2021-07-15,7094,5.616,2472,0,322,17,569,508.0,24.5,95
2021-07-16,12213,11.673,2822,3,441,41,490,556.0,173.5,69
2021-07-17,9937,8.328,2731,0,471,26,478,624.0,188.5,70
2021-07-18,4620,3.236,2069,0,246,6,458,453.0,71.0,84
2021-07-19,11500,10.317,2380,0,449,26,558,408.0,39.5,90
2021-07-20,8071,6.754,2229,1,354,13,408,420.0,34.5,92
2021-07-21,11774,10.674,2385,1,420,35,495,465.0,22.0,95
2021-07-24,9811,7.662,2353,0,478,14,397,439.0,47.0,89
2021-07-25,7688,5.566,2206,1,408,9,485,510.0,44.0,91
2021-07-26,11096,9.834,2374,1,402,29,506,582.0,81.5,86
2021-07-27,10796,9.331,2329,0,422,19,506,491.0,186.5,62
2021-07-30,8689,5.183,2265,0,533,11,489,508.0,60.0,88
2021-07-31,5789,4.679,2098,0,266,16,541,506.0,66.0,87
2021-08-01,11538,9.911,2401,3,466,37,518,432.0,26.0,94
2021-08-02,13047,10.937,2490,2,477,43,402,451.0,62.5,86
2021-08-03,8171,6.013,2209,0,448,9,607,539.0,34.5,94
2021-08-12,5887,4.247,2095,0,325,6,585,524.0,69.0,87
2021-08-13,11037,7.25,2380,3,626,20,497,549.0,61.0,89
2021-08-14,9846,8.829,2266,0,355,20,518,488.0,58.0,88
2021-08-15,6082,4.415,2063,0,309,6,566,432.0,38.5,91
2021-08-16,8281,7.151,2198,1,361,19,563,546.0,128.5,76
2021-08-17,11650,8.088,2364,0,589,10,521,485.0,39.0,92
2021-08-18,12461,11.247,2432,0,472,38,516,503.0,43.5,91
2021-08-19,7677,6.192,2207,0,351,20,498,520.0,63.0,88
2021-08-20,7267,4.505,2149,1,434,11,608,326.0,40.0,88
2021-08-21,8568,6.268,2267,1,396,17,344,640.0,74.5,88
2021-08-22,5974,4.705,2092,0,287,11,581,433.0,41.0,91
2021-08-23,7187,4.878,2187,1,378,18,445,403.0,36.0,91
2021-08-24,10162,9.081,2345,0,428,19,466,479.0,48.0,90
2021-08-25,6609,5.472,2152,0,279,16,476,386.0,66.0,83
2021-08-26,5416,4.5,2108,0,240,7,379,386.0,55.0,86
2021-08-31,7699,7.69,2269,0,320,34,477,438.0,45.0,90
2021-09-01,15305,14.602,2916,0,455,51,472,525.0,76.5,85
2021-09-02,12267,10.719,2720,1,325,47,491,433.0,61.0,86
2021-09-03,9061,8.23,2632,2,318,37,480,362.0,50.0,86
2021-09-04,10011,8.779,2626,2,351,16,407,445.0,41.0,91
2021-09-05,9014,9.43,2653,0,280,43,505,498.0,67.0,87
2021-09-06,18555,18.378,3102,16,267,129,532,601.0,67.5,89
2021-09-07,12873,13.319,2935,0,461,84,507,287.0,45.0,84
2021-09-08,10100,7.899,2682,1,461,14,422,543.0,196.5,64
2021-09-09,10211,7.862,2709,0,512,6,488,423.0,49.0,88
2021-09-10,8052,6.771,2623,0,342,13,348,431.0,32.5,92
2021-09-11,12460,14.648,2910,0,242,132,454,513.0,71.5,86
2021-09-12,8525,7.101,2510,0,364,9,614,324.0,56.5,83
2021-09-13,14661,14.534,2966,4,268,122,328,476.0,106.5,78
2021-09-14,7633,6.925,2472,0,196,51,484,389.0,51.5,87
2021-09-15,11015,10.425,2690,1,297,54,516,358.0,53.0,85
2021-09-16,13274,13.659,2953,2,369,88,410,544.0,67.0,88
2021-07-10,12352,11.76,2757,0,432,44,430,428.0,51.5,88
2021-07-11,12163,12.579,2816,5,414,65,434,545.0,100.0,82
2021-07-12,8391,8.264,2542,2,286,39,544,548.0,119.5,78
2021-07-13,10896,10.622,2625,0,387,25,510,517.0,86.0,83
2021-07-14,11833,11.524,2714,0,391,42,515,496.0,71.5,86
2021-07-15,5296,4.598,2308,1,231,10,618,422.0,69.0,84
2021-07-16,7342,6.924,2434,0,322,23,517,407.0,49.5,88
2021-07-17,8628,7.246,2563,0,413,14,418,477.0,63.5,87
2021-07-18,12709,11.652,2772,0,524,33,527,437.0,46.0,89
2021-07-19,11048,11.132,2660,2,334,59,487,545.0,66.5,88
2021-07-20,13365,12.677,2704,0,369,50,545,598.0,150.0,75
2021-07-23,7021,6.623,2438,0,312,20,544,515.0,96.0,81
2021-07-24,7325,6.456,2457,0,351,12,569,428.0,59.5,86
2021-07-25,9314,8.229,2572,0,415,21,476,592.0,135.5,77
2021-07-26,13649,13.544,2833,3,456,55,507,323.0,33.5,90
2021-07-31,12067,12.324,2778,0,432,38,445,480.0,87.0,82
2021-08-01,13810,13.2,2828,0,552,33,534,356.0,41.0,88
2021-08-02,11112,10.229,2699,0,441,24,399,455.0,56.5,88
2021-08-03,14611,13.953,2905,0,579,43,448,349.0,40.5,88
2021-08-04,13843,13.099,2849,0,522,45,465,492.0,47.0,90
2021-08-05,8712,8.015,2559,1,361,34,512,509.0,117.0,77
2021-08-06,11166,9.82,2721,0,501,25,400,528.0,115.0,78
2021-08-07,7150,6.641,2407,0,307,19,688,601.0,111.0,82
2021-08-08,6781,6.154,2370,0,259,18,539,391.0,35.5,91
2021-08-09,15088,15.562,3000,0,557,57,355,374.0,79.0,79
2021-08-10,9329,8.496,2596,0,397,20,427,457.0,67.0,85
2021-08-11,11632,10.583,2730,0,518,20,410,374.0,107.0,71
2021-08-12,12405,11.19,2784,0,486,36,388,554.0,102.5,81
2021-08-13,11335,11.051,2776,2,448,44,461,429.0,39.0,91
2021-08-14,13465,13.704,2764,0,441,43,624,507.0,92.0,82
2021-08-15,7241,6.241,2452,1,362,12,527,425.0,45.0,89
2021-08-16,11039,10.802,2715,0,457,29,458,525.0,95.0,82
2021-08-17,7528,7.029,2467,0,354,18,446,391.0,55.5,86
2021-08-18,8327,7.801,2488,1,354,21,569,434.0,88.0,80
2021-08-19,8769,8.319,2522,0,354,28,531,620.0,123.5,80
2021-08-20,10914,10.11,2668,0,481,28,487,465.0,90.0,81
2021-08-21,10295,9.896,2611,1,379,31,486,391.0,40.5,90
2021-08-22,8769,7.78,2570,0,383,19,455,466.0,70.5,85
2021-08-23,7735,7.047,2445,0,347,20,572,439.0,71.0,84
2021-08-24,14918,13.243,2805,0,356,87,495,541.0,106.5,80
2021-08-25,8615,8.58,2541,1,340,29,489,455.0,76.5,83
2021-08-26,11565,11.472,2692,0,403,42,575,490.0,53.5,89
2021-08-27,15904,14.229,2940,1,524,59,423,448.0,68.0,85
2021-08-28,7399,7.022,2418,0,308,20,617,506.0,60.5,88
2021-08-29,16248,14.547,2895,8,385,83,547,401.0,57.5,86
2021-08-30,10844,10.67,2649,0,344,48,509,398.0,42.0,89
2021-08-31,13711,12.041,2741,2,216,105,398,431.0,66.0,85
2021-09-01,10868,10.553,2636,0,417,31,512,864.0,282.0,67
2021-09-02,10239,9.862,2573,2,398,27,716,416.0,63.5,85
2021-09-03,8486,7.858,2530,1,323,35,485,458.0,65.5,86
2021-09-04,9107,8.096,2552,0,396,22,444,453.0,80.5,82
2021-09-05,7750,7.691,2475,1,311,28,540,419.0,60.0,86
2021-09-06,14830,13.541,2790,0,390,77,500,733.0,246.5,66
2021-09-07,11866,9.99,2592,0,338,51,546,417.0,70.5,83
2021-09-08,17668,15.187,2970,3,405,86,447,465.0,52.0,89
2021-09-09,15572,13.483,2806,0,316,108,440,425.0,99.0,77
2021-09-10,11563,10.73,2669,0,454,25,531,490.0,49.0,90
2021-09-11,14575,12.992,2833,2,325,84,428,496.0,76.0,85
2021-09-12,8789,7.87,2559,0,372,26,524,421.0,47.5,89
2021-09-13,10223,9.266,2606,2,373,34,493,366.0,42.5,88
2021-09-14,9776,9.077,2567,1,422,17,502,438.0,50.5,88
2021-09-15,14886,12.983,2852,2,422,72,504,471.0,46.0,90
2021-09-16,7077,5.944,2411,0,368,6,566,450.0,82.0,82
2021-09-17,7971,7.116,2572,0,377,18,401,483.0,86.0,82
2021-09-18,12372,11.556,2786,0,519,29,468,499.0,138.5,72
2021-09-19,10790,9.471,2618,3,351,47,496,498.0,91.0,82
2021-09-20,11047,9.949,2634,0,426,36,565,332.0,43.0,87
2021-09-21,15678,14.57,2873,10,310,88,425,465.0,139.5,70
2021-09-22,15734,13.887,2840,5,363,82,603,571.0,116.0,80
2021-09-23,7288,6.345,2450,0,349,13,505,473.0,95.5,80
2021-09-24,6732,5.958,2417,0,327,16,569,544.0,145.5,73
2021-09-25,4224,3.953,2256,2,178,12,613,493.0,77.5,84
2021-09-28,5908,4.893,2328,0,296,8,592,363.0,39.0,89
2021-09-29,8796,7.996,2528,0,402,14,555,520.0,80.5,85
2021-09-30,9767,8.624,2557,0,387,17,551,451.0,84.5,81
2021-10-01,7919,7.543,2444,0,313,27,607,380.0,71.5,81
2021-10-04,8156,7.016,2499,0,364,18,554,457.0,104.5,77
2021-10-05,8918,8.56,2536,0,332,44,526,414.0,56.5,86
2021-10-06,7376,6.67,2468,2,324,23,556,555.0,87.0,84
2021-10-07,9578,9.513,2607,2,349,41,490,448.0,99.0,78
2021-10-10,7208,6.349,2407,0,358,11,620,453.0,48.5,89
2021-10-11,9246,7.789,2531,2,391,19,572,547.0,120.5,78
2021-10-12,7232,5.943,2392,0,335,12,557,494.0,149.0,70
2021-10-13,7616,6.86,2440,0,365,7,455,517.0,76.5,85
2021-10-14,8442,8.791,2531,1,290,49,591,478.0,143.5,70
2021-10-15,8916,8.197,2547,0,346,32,509,474.0,55.5,88
2021-10-16,9641,8.77,2620,2,400,31,437,441.0,75.0,83
2021-10-17,9203,8.704,2538,2,333,32,532,292.0,46.5,84
2021-10-20,8191,7.036,2470,0,339,14,515,500.0,90.0,82
2021-10-21,6370,5.622,2364,0,299,7,525,468.0,61.0,87
2021-10-22,7921,7.369,2480,0,360,18,544,424.0,46.0,89
2021-10-23,10520,9.492,2684,0,482,31,450,499.0,98.0,80
2021-10-24,9681,9.152,2576,1,403,19,547,760.0,298.0,61
2021-10-25,6043,5.242,2352,0,306,13,796,502.0,57.0,89
2021-10-26,6954,6.049,2410,0,335,13,545,522.0,57.5,89
2021-10-27,10998,11.945,2676,0,405,51,666,544.0,112.5,79
2021-10-28,9811,9.235,2633,2,445,31,543,391.0,30.5,92
2021-10-29,10656,10.364,2648,2,440,28,550,394.0,36.5,91
2021-10-30,16180,15.779,3027,1,562,60,429,468.0,43.0,91
2021-10-31,11397,10.609,2678,0,400,39,483,475.0,59.5,87
2021-11-01,7381,6.934,2415,0,305,19,578,399.0,66.5,83
2021-11-02,7501,6.716,2415,1,267,34,559,524.0,100.0,81
2021-11-03,8693,7.805,2528,0,371,20,479,367.0,47.0,87
2021-11-04,8203,7.777,2523,1,353,23,482,450.0,72.5,84
2021-11-05,10530,10.377,2673,1,436,33,482,462.0,31.5,93
2021-11-06,6368,5.783,2372,1,302,12,554,497.0,91.0,82
2021-11-07,6243,5.218,2373,0,303,9,514,713.0,231.5,68
2021-11-08,7223,6.188,2465,0,350,17,584,409.0,84.5,79
2021-11-11,6962,6.372,2420,0,308,16,547,372.0,64.5,83
2021-11-12,6749,5.968,2450,0,319,10,451,376.0,39.5,89
2021-11-13,8734,7.972,2526,1,346,21,532,468.0,69.0,85
2021-11-14,5465,4.538,2315,1,275,7,542,693.0,234.0,66
2021-11-15,7621,6.599,2453,0,377,11,536,370.0,60.0,84
2021-11-16,7441,6.181,2428,0,350,8,503,490.0,87.5,82
2021-11-17,11140,10.59,2713,5,445,40,522,448.0,82.5,82
2021-11-18,9587,9.001,2552,0,385,23,587,497.0,137.0,72
2021-11-19,8504,7.47,2486,0,348,18,469,900.0,422.0,53
2021-11-20,3949,3.553,2162,0,184,5,736,482.0,68.5,86
2021-11-23,11820,11.19,2783,2,508,40,429,318.0,22.5,93
2021-11-24,8478,7.382,2519,0,413,14,467,406.0,45.0,89
2021-11-25,5657,4.916,2344,0,293,10,518,380.0,46.0,88
2021-11-26,11341,10.77,2759,0,455,34,370,408.0,53.0,87
2021-11-27,9351,8.603,2536,0,370,21,596,514.0,46.5,91
2021-11-28,8545,7.972,2513,0,357,26,594,440.0,88.5,80
2021-11-29,7782,6.991,2471,0,384,18,574,323.0,37.5,88
2021-11-30,8933,7.653,2591,0,393,18,274,348.0,24.0,93
2021-12-01,11285,10.899,2671,0,408,29,527,375.0,47.5,87
2021-12-02,6239,5.967,2370,0,273,16,493,418.0,58.0,86
2021-12-03,7474,6.563,2497,0,358,22,453,551.0,125.5,77
2021-12-04,9314,9.137,2579,0,356,39,562,485.0,64.0,87
2021-12-05,4855,4.297,2251,1,230,7,492,530.0,81.0,85
2021-12-06,10077,8.953,2584,0,380,30,488,337.0,32.5,90
2021-12-07,8426,8.052,2515,0,403,15,496,475.0,54.5,89
2021-12-08,9534,9.269,2618,1,393,25,385,282.0,36.0,87
2021-12-09,5577,5.104,2321,0,248,15,521,405.0,53.5,87
2021-12-10,9836,8.933,2663,1,402,32,388,374.0,52.5,86
2021-12-13,7594,7.087,2443,0,297,28,565,317.0,45.0,86
2021-12-14,7992,7.858,2502,1,366,22,526,490.0,82.0,83
2021-12-15,13273,12.608,2738,3,305,80,594,367.0,44.0,88
2021-12-16,6237,5.363,2368,2,275,21,555,447.0,70.5,84
2021-12-19,12470,12.485,2775,3,418,56,514,407.0,124.5,69
2021-12-20,10992,10.018,2662,0,455,25,472,386.0,69.0,82
2021-12-21,5930,4.979,2330,0,290,12,652,603.0,213.5,65
2021-07-07,25488,24.385,3524,4,734,98,208,483.0,21.5,96
2021-07-08,23075,22.618,3350,10,599,90,387,358.0,16.5,95
2021-07-09,12978,11.741,2787,0,514,31,477,503.0,38.0,92
2021-07-13,12745,12.189,2758,0,445,33,511,440.0,67.0,85
2021-07-14,19773,19.176,3132,1,472,92,458,494.0,26.5,95
2021-07-15,13773,12.818,2790,1,457,36,525,570.0,64.5,89
2021-07-19,11630,10.151,2712,0,429,37,442,465.0,42.0,91
2021-07-20,11800,11.397,2690,1,387,40,491,556.0,58.5,89
2021-07-21,16649,16.459,3016,3,513,77,541,515.0,36.0,93
2021-07-22,17221,15.818,2994,1,609,38,472,448.0,75.5,83
2021-07-23,20306,20.669,3278,5,446,114,455,488.0,15.0,97
2021-07-26,16845,15.577,3000,1,571,50,361,694.0,69.5,90
2021-07-27,11100,9.582,2608,0,409,21,600,521.0,53.5,90
2021-07-28,11156,9.562,2609,0,424,20,602,527.0,57.5,89
2021-08-01,13602,13.335,2791,0,392,53,520,307.0,40.5,87
2021-08-02,9825,8.953,2536,0,328,17,384,584.0,61.5,89
2021-08-03,7969,6.813,2453,0,368,4,576,619.0,78.5,87
2021-08-04,11223,9.754,2609,0,448,18,615,381.0,88.5,77
2021-08-08,14363,13.715,2851,2,446,51,482,401.0,21.0,95
2021-08-26,13804,12.971,2775,1,436,38,527,514.0,14.5,97
2021-08-27,10168,9.229,2568,0,417,15,573,542.0,46.5,91
2021-08-28,17617,16.955,3020,1,522,61,495,521.0,21.5,96
2021-08-29,16490,15.704,2912,0,507,66,563,306.0,20.0,93
2021-09-03,12348,10.993,2689,0,443,32,510,709.0,81.0,89
2021-09-06,11426,9.981,2657,0,493,4,508,640.0,118.5,81
2021-09-07,11155,10.53,2638,1,412,14,543,592.0,58.5,90
2021-09-08,12061,10.709,2654,0,444,23,642,434.0,77.5,82
2021-09-09,8632,7.133,2503,0,370,12,357,568.0,78.0,86
2021-09-10,10039,8.774,2581,0,397,15,583,585.0,92.5,84
2021-09-11,11065,9.174,2581,0,413,21,589,647.0,60.0,91
2021-09-16,9223,7.619,2494,0,382,8,565,569.0,51.5,91
2021-09-22,10195,8.688,2578,0,409,19,593,550.0,109.0,80
2021-09-23,13991,12.39,2768,0,503,22,558,474.0,33.0,93
2021-10-16,9683,8.396,2546,0,430,12,581,519.0,87.0,83
2021-10-17,14165,12.657,2769,0,489,29,497,578.0,58.0,90
2021-10-29,8817,7.523,2477,1,335,16,665,571.0,33.5,94
2021-09-10,5037,3.361,1826,0,226,12,688,481.0,48.5,90
2021-09-11,9945,8.34,2063,0,297,55,530,670.0,121.0,82
2021-09-12,9502,7.201,1959,0,269,46,750,521.0,97.5,81
2021-09-16,6956,5.406,1934,0,334,13,560,506.0,77.5,85
2021-09-17,8218,5.518,2042,0,435,19,473,535.0,33.0,94
2021-09-18,6599,5.312,1973,1,307,20,448,547.0,39.5,93
2021-09-19,13347,10.878,2111,2,177,97,853,555.0,87.5,84
2021-09-27,6012,4.372,1906,0,296,12,505,508.0,62.5,88
2021-09-28,6170,4.68,1890,0,313,14,580,527.0,43.5,92
2021-09-29,9193,8.103,2070,0,366,38,584,536.0,41.0,92
2021-09-30,6569,4.839,2277,0,315,19,519,525.0,59.5,89
2021-10-03,3932,2.288,2056,0,250,0,637,535.0,67.5,87
2021-10-04,5729,4.244,2226,1,294,12,583,522.0,44.0,92
2021-10-05,8813,6.871,2371,0,344,30,515,530.0,63.0,88
2021-10-06,11553,8.601,2479,0,399,45,479,539.0,53.5,90
2021-10-09,4989,2.934,2253,0,313,5,432,464.0,27.0,94
2021-10-10,4088,2.753,2046,0,176,8,773,897.0,387.5,57
2021-10-11,6058,4.309,2240,0,307,13,546,566.0,47.0,92
2021-10-12,6522,4.87,2269,1,279,21,501,548.0,101.5,81
2021-10-16,6558,5.362,1932,0,297,14,443,553.0,45.5,92
2021-10-17,8551,6.164,1884,0,237,44,792,546.0,45.0,92
2021-10-18,7661,5.274,1903,0,270,30,596,529.0,41.0,92
2021-10-30,9548,7.139,2375,0,333,38,531,642.0,80.5,87
2021-10-31,10096,7.449,2356,0,294,58,720,541.0,79.0,85
2021-11-01,8529,6.58,2332,0,329,27,546,529.0,79.0,85
2021-11-08,7334,5.059,1990,0,385,17,503,503.0,51.0,90
2021-11-09,8638,6.437,2030,0,417,30,485,452.0,58.0,87
2021-11-10,8740,6.373,2016,0,445,20,502,528.0,73.0,86
2021-11-11,9174,7.152,2048,0,373,28,535,508.0,54.0,89
2021-11-12,7828,6.441,1990,0,331,27,556,560.0,91.5,84
2021-11-13,10178,8.492,2082,0,334,57,528,542.0,33.5,94
2021-11-14,8091,5.814,1948,0,227,44,616,530.0,27.5,95
2021-11-15,6896,5.232,1949,0,263,27,556,564.0,52.5,91
2021-11-16,6687,4.933,2272,0,324,11,546,514.0,11.5,98
2021-11-21,9161,6.614,1930,2,298,38,729,511.0,47.5,91
2021-11-22,6335,4.868,1937,0,289,12,490,520.0,59.5,89
2021-11-23,6787,5.427,1945,0,301,20,601,503.0,37.5,93
2021-11-24,6450,5.253,1917,0,298,16,624,567.0,103.5,82
2021-12-03,6515,4.904,1898,0,303,21,575,566.0,32.0,94
2021-12-04,7084,5.613,1890,0,220,35,668,498.0,55.0,89
2021-12-05,7173,5.569,1887,0,277,21,638,590.0,46.5,92
2021-12-18,6789,4.768,2212,0,315,6,596,595.0,85.5,86
2021-12-19,6394,4.7,2204,0,336,7,629,621.0,82.5,87
2021-12-20,5426,3.644,2159,0,322,5,710,669.0,73.0,89
2021-12-23,5548,4.059,2134,0,310,2,695,575.0,64.0,89
2021-12-24,6022,4.72,2226,0,287,10,457,476.0,43.5,91
2021-12-25,4133,3.329,2060,0,218,6,722,868.0,234.5,73
2021-12-28,5634,4.384,2153,0,274,6,605,579.0,41.0,93
2021-12-29,5195,3.781,2116,0,250,8,690,633.0,91.0,86
2021-12-30,7444,5.006,1860,0,225,38,843,591.0,75.0,87
2022-01-03,8593,6.318,1848,0,167,59,887,680.0,121.5,82
2022-01-04,8889,6.125,1948,0,251,45,641,487.0,88.0,82
2022-01-05,6474,5.57,1985,0,333,36,607,534.0,56.0,90
2022-01-09,4812,3.503,1821,0,244,8,678,482.0,64.0,87
2021-08-23,10057,8.415,2642,0,394,36,351,512.0,162.5,68
2021-08-24,9680,8.465,2564,0,337,41,534,548.0,106.0,81
2021-08-25,7692,7.013,2491,2,333,25,416,538.0,153.5,71
2021-08-26,14216,14.281,2849,3,392,62,469,567.0,153.5,73
2021-08-27,9326,8.744,2505,0,312,39,582,467.0,89.0,81
2021-08-28,23331,23.253,3330,4,433,161,405,341.0,92.5,73
2021-08-29,8036,7.213,2421,0,272,21,295,244.0,59.0,76
2021-08-31,6106,6.031,2317,0,227,22,628,605.0,82.5,86
2021-09-06,10609,9.934,2706,4,443,31,438,408.0,21.5,95
2021-09-07,9789,8.6,2644,1,486,16,484,566.0,18.0,97
2021-09-16,8737,7.529,2595,3,376,27,471,520.0,57.5,89
2021-09-19,7257,6.244,2377,0,286,30,675,613.0,81.5,87
2021-09-20,1395,1.23,1988,0,84,3,648,593.0,40.5,93
2021-10-13,4995,4.022,2255,0,252,10,576,542.0,34.0,94
2021-10-14,3742,3.496,2136,0,178,5,670,572.0,46.5,92
2021-10-15,1674,1.302,2019,0,82,2,553,656.0,46.0,93
2021-10-16,9614,8.502,2514,3,396,20,713,551.0,52.0,91
2021-10-19,3717,3.389,2128,0,120,10,632,713.0,138.0,81
2021-10-20,1598,1.644,2001,0,67,6,682,649.0,53.5,92
2021-10-21,4718,3.96,2219,0,195,7,676,606.0,62.0,90
2021-10-28,2430,2.619,2071,0,113,14,734,557.0,26.0,95
2021-11-02,6997,6.217,2419,0,339,16,632,605.0,45.0,93
2021-11-03,3319,2.759,2147,0,164,3,628,575.0,35.0,94
2022-01-06,3125,2.486,2151,2,142,10,754,650.0,148.0,77
2022-01-07,3386,2.801,2193,0,193,5,612,622.0,88.5,86
2022-01-08,2415,1.912,2112,0,136,2,640,671.0,140.0,79
2022-01-09,3857,3.137,2157,0,195,1,705,498.0,37.5,92
2022-01-10,4135,3.297,2252,1,245,4,595,596.0,90.0,85
2022-01-11,3512,2.996,2186,0,173,8,550,600.0,80.0,87
2022-01-12,3942,2.954,2223,1,214,2,687,538.0,98.5,82
2022-01-13,4373,3.79,2275,1,215,11,498,476.0,42.5,91
2022-01-19,3648,3.015,2198,0,215,5,673,555.0,76.5,86
2022-01-20,4790,3.948,2243,0,245,8,658,621.0,136.5,78
2022-01-21,2034,1.508,2097,0,117,0,461,589.0,58.0,90
2022-01-22,3016,2.487,2084,0,157,4,755,544.0,58.5,89
2022-01-27,7229,6.594,2405,1,277,23,570,591.0,63.5,89
2022-01-28,4223,3.611,2188,0,204,4,682,643.0,113.0,82
2022-01-29,6871,5.84,2358,1,298,21,648,726.0,83.0,89
2022-01-30,4632,4.013,2206,0,242,6,691,769.0,190.0,75
2022-01-31,4708,3.899,2198,0,216,9,770,618.0,50.5,92
2022-02-01,5259,4.291,2232,0,218,8,618,638.0,59.5,91
2022-02-02,5517,4.73,2264,0,256,9,699,598.0,59.5,90
2022-02-03,5478,4.432,2334,2,265,4,558,593.0,119.5,80
2021-10-03,3642,3.218,2127,0,157,6,681,538.0,97.0,82
2021-10-04,5819,4.333,2384,1,338,6,554,614.0,60.5,90
2021-10-05,7185,6.378,2422,5,261,23,609,519.0,34.5,93
2021-10-06,3915,3.13,2113,0,134,12,765,628.0,96.5,85
2021-10-07,4242,2.656,2182,0,235,5,692,670.0,51.0,92
2021-10-08,6957,5.27,2347,0,340,14,684,579.0,56.0,90
2021-10-09,10807,9.281,2607,6,364,31,528,594.0,48.0,92
2021-10-10,6109,3.523,2389,0,410,5,631,598.0,64.5,89
2021-10-11,12745,11.999,2806,0,552,22,419,292.0,43.0,85
2021-10-12,10153,8.074,2674,0,592,15,501,409.0,54.0,87
2021-10-13,11951,10.723,2732,2,493,41,570,423.0,43.5,90
2021-10-14,15628,14.862,2954,0,640,44,562,322.0,51.5,84
2021-10-15,6105,4.366,2368,0,368,7,736,557.0,120.5,78
2021-10-16,9590,7.753,2635,1,432,19,506,692.0,60.5,91
2021-10-17,7886,5.5,2486,0,396,10,530,504.0,75.5,85
2021-10-18,9989,7.765,2591,0,477,13,598,650.0,101.0,84
2021-10-19,5837,5.077,2287,1,236,11,737,718.0,68.5,90
2021-10-20,8855,7.556,2630,0,486,11,492,404.0,37.0,91
2021-10-21,10000,10.837,2666,1,423,44,617,298.0,69.0,77
2021-10-22,11932,11.03,2782,0,582,26,476,327.0,25.0,92
2021-10-23,7451,6.079,2397,1,299,39,759,579.0,69.0,88
2021-10-24,6196,4.798,2344,0,271,15,553,551.0,73.5,87
2021-10-25,6252,5.229,2349,0,277,14,629,728.0,82.0,89
2021-10-26,4899,3.622,2235,0,269,5,697,722.0,85.5,88
2021-10-27,5301,3.992,2267,0,276,12,671,584.0,96.5,83
2021-10-28,11380,8.375,2776,0,580,20,353,234.0,24.5,90
2021-10-29,4958,3.523,2383,0,288,6,470,305.0,29.0,90
2021-10-30,8196,7.14,2540,0,447,12,507,340.0,37.0,89
2021-10-31,5490,4.306,2339,1,254,10,581,230.0,25.5,89
2021-11-01,3899,2.51,2281,0,247,5,473,671.0,63.0,91
2021-11-02,5482,3.429,2318,0,349,2,579,558.0,65.0,88
2021-11-03,6041,4.062,2331,0,330,12,606,643.0,33.0,95
2021-11-04,8064,6.799,2511,2,401,11,572,498.0,75.0,85
2021-11-05,8232,6.59,2542,0,402,12,519,584.0,73.5,87
2021-11-06,5024,3.585,2292,0,245,8,640,587.0,73.5,87
2021-11-09,9570,8.681,2627,0,501,12,563,379.0,52.5,86
2021-11-10,6689,5.899,2328,0,265,20,826,612.0,84.5,86
2021-11-11,5361,3.957,2289,0,276,11,611,593.0,73.5,88
2021-11-12,8561,6.856,2524,1,386,19,377,521.0,47.5,91
2021-11-15,11258,7.472,2727,0,666,14,415,368.0,17.5,95
2021-11-16,9939,9.348,2629,0,486,23,565,489.0,114.5,77
2021-11-17,8998,7.975,2538,0,415,23,623,340.0,35.5,90
2021-11-18,7435,5.408,2382,0,376,19,764,755.0,63.5,92
2021-11-19,6487,3.254,2406,0,448,7,546,525.0,50.0,90
2021-11-20,6952,4.744,2396,0,381,9,621,623.0,71.0,89
2021-11-21,5871,3.954,2360,0,353,4,636,554.0,75.5,86
2021-11-22,13006,11.736,2930,0,658,40,313,382.0,49.5,87
2021-11-23,12037,9.764,2694,0,519,38,548,348.0,41.5,88
2021-11-24,6377,4.412,2356,0,342,9,623,530.0,36.5,93
2021-11-25,9753,8.23,2578,0,433,18,628,660.0,97.5,85
2021-11-26,8843,6.465,2528,0,461,14,583,636.0,110.5,83
2021-11-27,9214,7.686,2566,1,431,16,623,639.0,87.0,86
2021-11-28,7195,5.145,2439,0,380,5,546,584.0,96.0,84
2021-12-01,8307,7.12,2509,0,467,14,691,403.0,34.0,92
2021-12-02,6349,4.692,2270,0,281,15,851,725.0,70.0,90
2021-12-03,5863,4.102,2271,0,332,5,713,626.0,97.5,84
2021-12-04,9506,6.917,2518,0,509,3,635,697.0,90.0,87
2021-12-09,10445,9.42,2646,0,518,24,612,387.0,64.5,83
2021-12-10,7738,5.513,2383,0,404,6,746,560.0,62.0,89
2021-12-11,7004,5.422,2398,0,350,13,588,605.0,68.0,89
2021-12-12,4453,2.539,2207,0,255,3,789,760.0,74.5,90
2021-12-13,5317,3.843,2252,0,281,9,711,690.0,103.5,85
2021-12-14,7515,5.671,2387,0,371,10,702,585.0,70.0,88
2021-12-15,7930,4.715,2402,0,429,9,592,635.0,67.5,89
2021-12-16,15919,13.308,2969,1,686,43,411,732.0,288.0,61
2021-12-17,6817,5.607,2392,0,363,10,662,461.0,28.5,94
2021-12-18,8121,6.529,2487,0,485,2,656,406.0,29.0,93
2022-01-03,6747,4.899,2298,1,237,24,707,691.0,99.0,86
2022-01-04,3575,2.652,2156,0,183,7,764,489.0,72.5,85
2022-01-05,6053,4.678,2303,0,196,39,662,578.0,46.5,92
2022-01-06,9027,7.25,2467,2,398,12,702,580.0,122.0,79
