date,steps,daily_movement,cal_total,high,low,medium,rest,duration,awake,efficiency
2022-06-06,7277,5.594,2647,1,277,23,622,387.0,30.5,92
2022-06-07,6189,5.216,2612,0,234,16,563,404.0,61.5,85
2022-06-08,4579,3.415,2483,0,170,11,602,411.0,26.5,94
2022-06-09,6091,4.645,2625,0,244,22,458,449.0,40.0,91
2022-06-10,10113,7.85,2853,2,366,30,524,653.0,36.0,94
2022-06-13,6292,4.788,2558,0,238,14,626,443.0,43.0,90
2022-06-14,6462,4.911,2622,0,243,22,530,360.0,22.5,94
2022-06-15,6732,5.308,2614,0,270,19,556,770.0,193.0,75
2022-06-16,5763,4.534,2545,1,225,14,605,487.0,107.5,78
2022-06-17,9777,8.651,2820,0,306,29,486,812.0,111.0,86
2022-06-18,7710,6.077,2715,0,312,24,685,717.0,92.0,87
2022-06-19,9705,8.555,2799,2,331,32,685,608.0,128.5,79
2022-06-20,11771,9.429,2878,0,359,47,662,690.0,62.5,91
2022-06-21,10982,9.583,2869,0,285,55,636,747.0,223.5,70
2022-06-26,7612,6.251,2667,1,279,24,753,597.0,70.0,88
2022-06-27,9830,8.757,2866,0,341,36,551,580.0,135.0,77
2022-06-28,9707,8.87,2861,0,333,41,492,767.0,90.5,88
2022-06-29,7434,6.018,2605,2,250,30,805,333.0,39.5,88
2022-06-30,6906,5.449,2658,1,296,16,522,601.0,26.5,96
2022-07-03,6092,4.567,2108,0,270,18,669,466.0,122.5,74
2022-07-04,5341,4.204,2233,0,237,14,525,623.0,82.5,87
2022-07-05,7197,6.418,2316,0,230,33,619,643.0,135.5,79
2022-07-06,4965,3.889,2182,1,224,16,681,771.0,117.0,85
2022-07-07,3692,3.386,2101,0,186,5,828,569.0,84.5,85
2022-07-08,7473,5.935,2374,3,303,29,562,817.0,143.0,82
2022-07-09,2867,2.422,2067,0,145,8,717,745.0,77.5,90
2022-07-10,2572,1.807,2023,0,138,3,764,573.0,115.0,80
2022-07-11,4419,3.679,2112,0,141,17,534,609.0,84.0,86
2022-07-12,8736,7.075,2760,1,352,20,640,730.0,273.0,63
2022-07-13,5922,4.169,2590,0,296,7,528,646.0,151.0,77
2022-07-14,5332,4.315,2611,0,254,12,600,630.0,120.0,81
2022-07-15,9700,7.73,2863,0,412,24,579,597.0,21.5,96
2022-07-16,4739,3.921,2560,0,202,21,508,437.0,52.0,88
2022-07-17,10548,8.378,2814,0,340,31,696,443.0,34.0,92
2022-07-18,4966,3.892,2530,0,201,15,533,432.0,60.0,86
2022-07-19,7586,5.803,2625,1,185,37,654,648.0,103.0,84
2022-07-24,7309,5.076,2170,0,393,6,752,452.0,42.0,91
2022-07-25,8859,7.162,2212,0,270,21,549,403.0,34.5,91
2022-07-26,6265,4.638,2159,0,281,19,533,409.0,31.5,92
2022-07-27,5794,4.604,2091,1,220,18,611,442.0,26.0,94
2022-07-28,3766,2.827,1976,1,132,11,643,514.0,95.0,82
2022-07-31,8284,6.327,2321,0,279,29,762,450.0,66.0,85
2022-08-01,8693,6.857,2424,0,336,21,520,436.0,41.0,91
2022-08-02,4464,3.104,2173,0,187,7,606,508.0,62.5,88
2022-08-03,7751,5.47,2314,0,329,9,582,440.0,61.5,86
2022-08-04,9326,7.855,2499,2,305,42,479,442.0,32.0,93
2022-08-08,7693,5.817,2315,0,302,8,561,659.0,57.5,91
2022-08-09,16113,13.941,2747,0,436,69,661,778.0,164.0,79
2022-08-10,16303,12.424,2662,0,405,62,676,709.0,137.5,81
2022-08-11,13284,10.988,2943,0,372,33,687,473.0,107.5,77
2022-08-12,7888,5.635,2683,0,332,17,518,694.0,55.0,92
2022-08-19,7383,5.454,2140,0,217,26,621,669.0,92.5,86
2022-08-20,17061,13.807,2631,0,486,106,661,643.0,68.0,89
2022-08-21,11521,9.801,2473,1,314,36,740,418.0,89.0,79
2022-08-22,8266,6.251,2376,0,334,10,559,499.0,92.0,82
2022-08-27,4683,3.599,2134,0,239,7,513,648.0,62.5,90
2022-08-28,7347,5.144,2239,0,359,12,600,465.0,29.5,94
2022-08-29,10704,8.533,2533,1,382,35,584,684.0,52.0,92
2022-08-30,4789,3.81,2180,0,202,12,662,660.0,92.0,86
2022-09-02,12641,10.296,2605,0,471,26,581,409.0,22.5,94
2022-09-03,6288,5.115,2291,1,239,13,543,683.0,111.0,84
2022-09-04,8299,6.187,2372,0,367,14,706,812.0,287.5,65
2022-09-05,6280,4.447,2222,0,312,10,916,722.0,168.5,77
2022-09-06,3917,2.997,2132,1,193,9,627,699.0,93.5,87
2022-09-12,3798,2.912,1998,1,187,2,609,646.0,159.0,75
2022-09-13,4395,3.831,1990,0,184,15,784,879.0,277.5,68
2022-09-14,4769,4.241,2038,3,166,23,731,609.0,165.5,73
2022-09-15,7732,7.082,2206,3,196,46,588,496.0,78.0,84
2022-09-16,6381,5.322,2116,0,265,17,668,689.0,181.5,74
2022-09-17,2022,1.566,2021,0,109,7,713,900.0,340.5,62
2022-09-18,6167,4.979,2218,0,255,18,735,794.0,221.5,72
2022-09-19,4770,4.216,2161,0,216,12,637,392.0,21.0,95
2022-09-22,5707,5.023,2186,0,191,23,668,900.0,353.0,61
2022-09-23,2512,2.097,2287,0,113,6,742,731.0,202.5,72
2022-09-24,4635,3.165,2500,1,246,7,741,801.0,277.0,65
2022-09-25,5401,4.745,2441,0,210,8,877,885.0,351.5,60
2022-09-26,5266,3.798,2574,1,289,4,819,646.0,46.0,93
2022-09-27,5748,5.016,2628,0,235,16,502,217.0,12.0,94
2022-09-30,5057,3.915,2514,0,249,9,681,785.0,389.0,50
2022-05-07,14496,13.139,2844,2,478,44,458,517.0,50.0,90
2022-05-08,9214,8.446,2537,1,341,25,582,463.0,70.5,85
2022-05-09,18291,17.392,3184,3,723,62,392,418.0,38.0,91
2022-05-10,17283,16.779,3027,0,614,46,444,557.0,106.0,81
2022-05-14,17040,17.263,3010,0,524,81,558,589.0,67.0,89
2022-05-15,13902,13.512,2850,3,469,70,601,482.0,82.0,83
2022-05-16,11417,12.461,2759,1,402,55,552,441.0,65.0,85
2022-05-19,21936,21.448,3289,0,666,89,469,555.0,75.0,86
2022-05-20,10046,9.754,2636,1,375,41,536,582.0,131.5,77
2022-05-23,10084,9.506,2624,0,435,42,684,437.0,95.5,78
2022-05-27,17380,18.043,3173,2,582,97,433,574.0,74.5,87
2022-05-28,11941,11.243,2735,1,458,59,618,590.0,89.5,85
2022-05-29,17174,16.708,3015,1,572,60,527,409.0,71.5,83
2022-05-30,21742,22.436,3320,1,645,91,423,489.0,143.5,71
2022-06-02,20352,20.133,3318,3,660,102,404,395.0,47.5,88
2022-06-03,9745,9.746,2594,0,344,46,560,587.0,113.0,81
2022-06-04,12400,12.114,2783,2,497,46,580,495.0,94.5,81
2022-06-05,11224,11.014,2666,0,371,47,519,496.0,40.5,92
2022-06-08,7745,7.279,2427,0,296,12,588,557.0,85.5,85
2022-06-09,6802,6.592,2373,1,267,16,570,507.0,101.0,80
2022-06-10,15354,15.993,3010,1,460,87,452,510.0,81.0,84
2022-06-11,14920,14.688,2882,2,453,68,540,492.0,85.0,83
2022-06-14,12416,12.854,2805,2,370,78,490,417.0,31.5,92
2022-06-15,13429,12.025,2879,0,596,44,458,494.0,46.5,91
2022-06-22,15330,16.854,2921,4,316,116,653,538.0,123.5,77
2022-06-23,19985,20.701,3358,1,698,118,425,470.0,115.0,76
2022-06-24,6646,7.529,2391,1,164,47,468,485.0,48.0,90
2022-06-25,12841,12.72,2759,0,512,31,564,653.0,143.0,78
2022-06-26,7860,8.145,2397,0,226,24,637,497.0,49.5,90
2022-06-27,11353,11.899,2701,2,349,56,550,442.0,44.5,90
2022-06-28,9056,8.235,2548,0,422,25,477,502.0,86.0,83
2022-06-29,16712,16.341,3002,0,634,34,507,513.0,74.0,86
2022-06-30,15167,13.637,2966,1,615,50,461,391.0,34.5,91
2022-07-01,14465,15.123,3026,0,588,62,358,591.0,94.5,84
2022-07-04,960,0.759,1978,0,59,0,494,393.0,53.5,86
2022-07-05,9386,9.333,2537,0,350,26,577,528.0,53.5,90
2022-07-06,10369,10.043,2640,2,344,50,509,653.0,80.0,88
2022-07-07,7495,7.874,2420,0,259,31,664,516.0,77.5,85
2022-07-14,15505,15.566,2950,0,450,83,475,509.0,88.5,83
2022-07-23,14803,14.453,2870,1,506,46,580,542.0,94.0,83
2022-07-24,12269,11.828,2690,0,458,24,546,549.0,56.0,90
2022-07-27,10233,10.072,2581,0,343,53,593,549.0,66.5,88
2022-07-28,1062,0.959,2237,0,43,3,498,582.0,93.5,84
2022-07-29,14743,14.282,3125,0,485,19,645,525.0,47.0,91
2022-08-01,9839,9.916,2327,1,337,30,658,502.0,108.5,78
2022-08-02,5972,5.375,2100,2,221,28,542,568.0,129.5,77
2022-08-03,7522,6.944,2401,0,331,22,661,503.0,64.5,87
2022-08-04,13461,12.699,2800,3,477,46,421,527.0,174.0,67
2022-08-05,11317,10.427,2631,2,403,37,484,521.0,75.5,86
2022-08-06,12864,13.62,2780,32,270,53,578,499.0,64.0,87
2022-08-07,6353,5.325,2181,0,84,38,550,622.0,155.0,75
2022-08-08,13909,13.534,2742,3,391,55,600,551.0,116.0,79
2022-08-09,12200,12.407,2671,5,329,58,583,478.0,55.5,88
2022-08-10,13711,13.465,2792,0,428,58,480,705.0,197.0,72
2022-08-14,9046,8.902,2228,0,286,20,625,770.0,205.0,73
2022-08-17,3118,3.128,1915,0,132,15,711,493.0,64.5,87
2022-08-18,5399,5.295,2310,1,217,20,419,347.0,33.5,90
2022-08-19,9454,9.65,2589,0,364,37,534,505.0,78.0,85
2022-08-22,10173,10.17,2980,4,340,48,507,474.0,83.5,82
2022-08-23,7267,7.745,2756,1,247,32,448,357.0,35.5,90
2022-08-24,9843,9.375,2947,3,390,31,485,505.0,49.0,90
2022-08-27,13401,11.892,3092,1,387,51,427,305.0,63.5,79
2022-09-10,9883,9.954,2959,3,323,47,564,575.0,102.0,82
2022-09-11,8136,7.969,2825,2,296,40,522,520.0,86.0,83
2022-09-14,5938,5.866,2149,1,246,26,528,509.0,61.5,88
2022-09-15,10850,10.315,2615,3,382,32,498,548.0,123.0,78
2022-09-16,12994,12.954,2817,4,435,58,465,568.0,63.5,89
2022-09-17,14900,16.038,2883,9,364,85,594,494.0,67.0,86
2022-09-21,4936,4.889,2028,0,212,8,569,419.0,75.0,82
2022-09-22,8836,9.05,2334,2,314,42,455,512.0,95.0,81
2022-09-23,10072,10.707,2608,3,298,69,569,502.0,66.5,87
2022-09-24,11424,11.275,2643,1,349,45,483,486.0,63.5,87
2022-09-25,2978,2.213,2121,1,142,5,461,453.0,57.5,87
2022-09-26,7745,7.339,2415,0,306,21,661,465.0,78.0,83
2022-09-27,11435,10.922,2602,0,370,46,581,441.0,85.0,81
2022-09-28,11007,10.894,2710,13,385,33,460,442.0,37.0,92
2022-10-01,13308,12.744,2737,2,387,60,534,543.0,53.5,90
2022-10-02,8232,7.465,2425,1,321,26,616,421.0,40.5,90
2022-10-03,12915,12.903,2738,0,399,61,540,696.0,194.0,72
2022-10-04,12006,12.439,2653,0,367,44,713,445.0,89.0,80
2022-10-09,9555,9.466,2572,3,343,39,536,467.0,77.0,84
2022-10-12,12243,12.479,2733,4,419,52,516,765.0,157.0,79
2022-10-13,9004,8.932,2441,2,261,37,628,309.0,39.0,87
2022-10-14,17954,17.995,3036,2,525,63,432,518.0,91.5,82
2022-10-15,10726,10.346,2596,1,356,39,557,498.0,58.5,88
2022-10-16,12699,12.034,2706,4,373,48,540,542.0,80.0,85
2022-10-17,13764,13.701,2728,1,414,38,524,474.0,61.5,87
2022-10-20,13418,13.198,2763,1,398,61,472,474.0,79.5,83
2022-04-01,4214,3.028,2307,0,224,6,507,608.0,57.5,91
2022-04-02,12980,10.915,2686,1,258,76,559,618.0,118.0,81
2022-04-03,3899,3.024,2209,0,170,10,726,523.0,74.5,86
2022-04-04,8293,6.789,2565,0,393,18,456,487.0,55.0,89
2022-04-05,5783,4.441,2431,1,280,21,505,480.0,54.5,89
2022-04-06,7503,6.153,2496,0,341,13,425,443.0,56.5,87
2022-04-09,3729,2.696,2237,0,183,7,625,570.0,127.0,78
2022-04-10,7545,6.607,2468,2,213,38,597,614.0,72.0,88
2022-04-11,6560,5.152,2424,0,277,13,499,558.0,72.0,87
2022-04-12,4571,3.375,2318,0,219,9,463,476.0,54.0,89
2022-04-13,6122,4.671,2412,1,262,15,495,531.0,77.5,85
2022-04-14,11678,10.583,2777,13,343,55,498,596.0,100.5,83
2022-04-15,8740,7.001,2533,2,264,44,530,667.0,85.5,87
2022-04-16,10982,8.177,2561,0,425,21,679,452.0,58.0,87
2022-04-21,9619,7.01,2033,0,269,44,651,547.0,53.5,90
2022-04-22,4236,3.347,1797,0,124,17,1235,548.0,96.5,82
2022-04-23,9538,7.693,2079,0,307,33,594,405.0,98.5,76
2022-04-24,10844,9.529,2186,5,317,45,398,421.0,26.0,94
2022-04-25,13182,12.422,2311,12,325,84,477,487.0,77.0,84
2022-04-26,10157,9.612,2327,6,253,67,535,474.0,50.0,89
2022-04-27,5851,4.515,2394,0,257,14,490,513.0,36.5,93
2022-04-28,6062,4.894,2398,1,249,16,554,506.0,49.5,90
2022-05-03,3214,2.31,1810,0,170,8,653,784.0,190.5,76
2022-05-04,7208,5.817,2074,0,272,14,619,503.0,143.5,71
2022-05-05,8465,6.502,2524,1,338,28,549,466.0,68.5,85
2022-05-06,5992,4.741,2399,0,265,16,472,463.0,43.0,91
2022-05-07,15627,14.18,2911,8,348,88,466,597.0,52.0,91
2022-05-08,483,0.28,1953,0,24,0,603,487.0,58.5,88
2022-05-11,6860,4.962,2475,0,304,13,470,569.0,114.0,80
2022-05-12,9144,7.485,2586,2,323,37,483,521.0,72.0,86
2022-05-13,9123,7.287,2575,0,335,31,471,592.0,75.5,87
2022-05-14,649,0.333,1992,0,25,0,437,729.0,178.0,76
2022-05-15,2449,1.425,2121,0,137,3,760,571.0,131.0,77
2022-05-16,9378,7.956,2634,3,338,35,450,573.0,69.5,88
2022-05-17,11762,10.291,2670,6,276,78,589,607.0,79.0,87
2022-05-18,13095,10.258,2707,3,380,64,592,462.0,61.5,87
2022-05-19,5059,3.333,2355,0,239,11,463,509.0,65.0,87
2022-05-20,4382,2.667,2318,0,247,4,520,465.0,81.5,82
2022-05-21,17121,17.209,3026,3,447,59,499,554.0,31.0,94
2022-05-22,6698,5.449,2409,0,270,15,497,474.0,50.0,89
2022-05-25,7600,6.432,2529,4,286,38,504,636.0,71.5,89
2022-05-26,7997,6.876,2442,0,256,29,559,466.0,49.5,89
2022-05-27,4869,3.143,2334,1,232,6,536,618.0,77.5,87
2022-06-04,16539,12.099,2848,0,391,80,520,478.0,44.5,91
2022-06-05,2008,1.814,2081,0,86,5,491,586.0,57.5,90
2022-06-06,9240,6.702,2466,0,233,55,609,556.0,85.0,85
2022-06-07,1231,0.982,2017,0,35,5,489,514.0,55.5,89
2022-06-08,7636,5.975,2465,0,240,35,543,463.0,47.5,90
2022-06-12,11463,9.743,2766,23,380,20,477,606.0,104.5,83
2022-06-13,7209,4.91,2454,0,366,12,557,892.0,320.0,64
2022-06-14,5665,4.221,2343,1,221,25,829,450.0,92.5,79
2022-06-15,5552,4.078,2333,0,261,12,546,618.0,161.0,74
2022-06-16,11194,10.229,2673,6,296,60,584,577.0,91.5,84
2022-06-19,8700,7.162,2515,2,315,25,589,565.0,108.0,81
2022-06-22,13719,12.813,2887,40,277,48,492,552.0,189.0,66
2022-06-27,0,0.0,1972,0,0,0,202,439.0,220.5,50
2022-07-06,9365,7.864,2582,2,356,32,551,491.0,148.0,70
2022-07-19,6019,4.449,2375,0,310,5,546,509.0,103.5,80
2022-07-20,5891,3.998,2380,0,291,9,567,554.0,93.5,83
2022-07-21,626,0.467,1976,0,37,1,536,571.0,160.5,72
2022-07-25,8643,7.433,2418,0,214,38,560,555.0,155.5,72
2022-08-05,6475,4.567,2426,0,326,9,567,324.0,102.0,69
2022-08-08,15666,15.597,3046,32,412,52,499,613.0,95.5,84
2022-05-14,12071,11.13,2722,1,425,37,498,504.0,79.0,84
2022-05-15,8183,7.296,2524,1,357,17,475,510.0,79.5,84
2022-05-16,8200,6.716,2511,0,367,21,467,526.0,91.5,83
2022-05-17,14059,13.033,2858,1,542,41,492,486.0,61.0,87
2022-05-18,11974,10.816,2766,0,523,31,424,462.0,104.0,77
2022-05-19,12806,11.213,2760,0,498,25,461,467.0,54.0,88
2022-05-20,10632,9.171,2659,0,468,19,503,481.0,73.5,85
2022-05-21,14566,15.408,2991,35,378,25,509,525.0,104.0,80
2022-05-22,17472,17.336,3083,39,351,65,518,578.0,73.0,87
2022-05-23,17119,15.341,2973,17,291,96,579,597.0,61.0,90
2022-05-24,10491,8.727,2694,0,474,29,438,397.0,58.5,85
2022-05-25,9794,8.291,2621,0,417,23,479,541.0,108.5,80
2022-05-26,13088,11.865,2754,0,470,43,509,495.0,62.5,87
2022-05-27,13629,12.004,2800,0,549,30,519,483.0,40.5,92
2022-05-31,6587,5.692,2386,1,291,13,499,514.0,60.0,88
2022-06-01,15216,17.423,3270,70,365,17,404,408.0,50.5,88
2022-06-02,5242,4.274,2395,0,289,10,484,478.0,136.0,72
2022-06-03,6771,5.959,2441,0,310,16,431,567.0,167.5,70
2022-06-04,7028,5.493,2488,0,368,17,483,418.0,48.0,89
2022-06-05,10301,9.407,2644,6,376,32,515,507.0,48.5,90
2022-06-06,13938,11.771,2778,0,523,37,501,517.0,93.5,82
2022-06-07,11176,10.074,2660,0,469,31,559,622.0,71.0,89
2022-06-08,8917,7.719,2560,0,413,18,532,436.0,82.5,81
2022-06-09,6298,9.478,2578,0,290,60,595,568.0,61.0,89
2022-06-10,8555,6.608,2542,0,443,6,458,420.0,49.5,88
2022-06-11,10525,8.509,2613,0,438,23,460,488.0,55.0,89
2022-06-12,7665,6.324,2402,0,265,25,503,551.0,77.5,86
2022-06-13,12636,11.02,2708,0,355,58,533,457.0,63.0,86
2022-06-14,7501,6.596,2461,0,346,17,582,521.0,65.0,88
2022-06-15,14321,14.279,2965,42,382,31,551,601.0,107.5,82
2022-06-16,3644,3.043,2189,0,171,7,518,560.0,121.0,78
2022-06-17,11975,10.347,2788,1,463,42,340,341.0,15.0,96
2022-06-18,8578,7.219,2569,0,420,21,454,570.0,55.5,90
2022-06-19,9328,9.711,2656,0,336,50,662,535.0,102.0,81
2022-06-20,11666,9.885,2650,1,390,45,527,515.0,128.0,75
2022-06-21,14548,12.421,2796,1,372,82,558,530.0,92.5,83
2022-06-22,7194,6.119,2435,0,341,15,541,652.0,102.5,84
2022-06-23,14430,13.727,2891,27,408,34,556,576.0,103.0,82
2022-06-24,5792,4.457,2237,0,169,30,545,590.0,66.0,89
2022-06-25,9750,8.356,2561,0,364,33,602,591.0,120.0,80
2022-06-26,7186,5.615,2460,0,342,15,538,586.0,157.0,73
2022-06-27,6481,5.381,2432,0,345,9,501,430.0,56.5,87
2022-06-28,6877,5.655,2426,0,330,13,491,482.0,68.5,86
2022-06-29,11066,8.797,2714,0,515,25,414,510.0,100.5,80
2022-06-30,9932,9.112,2643,3,452,24,543,482.0,113.0,77
2022-07-01,12768,12.351,2863,34,287,43,447,578.0,111.5,81
2022-07-02,11701,9.637,2656,1,362,49,526,517.0,94.5,82
2022-07-03,5716,4.772,2355,0,300,8,570,414.0,41.0,90
2022-07-04,4596,3.763,2233,0,198,8,399,529.0,106.5,80
2022-07-05,18989,16.148,3044,2,473,103,493,515.0,101.0,80
2022-07-06,7686,6.691,2502,0,378,15,486,530.0,66.0,88
2022-07-07,6500,5.266,2440,0,344,14,547,563.0,92.0,84
2022-07-08,10280,8.433,2606,1,425,30,487,517.0,86.5,83
2022-07-09,7265,6.167,2421,0,304,16,454,484.0,115.5,76
2022-07-10,10545,8.569,2572,0,338,45,490,514.0,65.5,87
2022-07-11,6762,5.133,2473,0,360,14,490,394.0,33.0,92
2022-07-12,10616,11.994,2766,2,328,85,516,452.0,75.5,83
2022-07-13,8477,7.085,2546,0,381,20,455,467.0,64.0,86
2022-07-14,11532,9.852,2619,0,302,65,557,512.0,76.0,85
2022-07-15,9766,7.882,2543,0,371,26,518,539.0,79.5,85
2022-07-16,7399,8.029,2517,1,339,27,547,476.0,74.5,84
2022-07-17,11063,11.352,2693,0,327,68,591,525.0,71.0,86
2022-07-18,10057,8.399,2682,1,467,22,435,451.0,51.5,89
2022-07-19,8354,6.597,2467,0,283,37,483,507.0,55.5,89
2022-07-20,6274,4.681,2379,0,314,8,597,533.0,55.0,90
2022-07-21,9770,8.177,2595,0,406,23,338,316.0,31.0,90
2022-07-22,7691,6.187,2503,0,390,10,462,490.0,74.5,85
2022-07-23,10193,10.789,2758,28,326,17,550,598.0,64.5,89
2022-07-24,12017,11.762,2785,1,327,90,433,423.0,40.5,90
2022-07-25,14614,15.456,2994,1,373,114,483,468.0,88.5,81
2022-07-26,13968,11.438,2778,0,387,73,445,482.0,102.0,79
2022-07-27,13118,10.603,2649,1,295,68,496,599.0,129.5,78
2022-07-28,7550,6.336,2453,0,366,14,584,503.0,70.5,86
2022-07-29,10182,8.631,2642,0,461,20,464,493.0,97.0,80
2022-07-30,9324,7.776,2555,0,401,26,503,554.0,83.0,85
2022-07-31,6110,4.932,2373,0,318,9,552,533.0,95.0,82
2022-08-01,8659,12.047,2739,0,331,54,503,577.0,91.0,84
2022-08-02,16281,15.392,2942,26,295,75,565,466.0,41.5,91
2022-08-03,8425,7.241,2583,0,383,19,379,496.0,126.0,75
2022-08-04,13997,11.658,2741,10,249,74,579,470.0,61.0,87
2022-08-05,8431,7.499,2532,0,289,36,431,462.0,92.5,80
2022-08-06,9379,9.152,2655,1,326,42,477,472.0,88.0,81
2022-08-07,12841,11.751,2982,0,334,82,551,497.0,41.0,92
2022-08-08,8792,6.736,2792,0,444,12,515,510.0,38.5,92
2022-08-09,12544,13.662,3173,29,286,56,571,495.0,53.5,89
2022-08-10,6470,5.58,2663,0,291,19,509,493.0,48.5,90
2022-08-11,11313,8.76,2833,0,330,51,474,439.0,34.5,92
2022-08-12,11563,9.562,2868,1,303,58,551,514.0,53.5,90
2022-08-13,12314,11.096,2940,0,270,102,576,596.0,94.0,84
2022-08-14,10858,9.007,2813,0,305,63,518,519.0,122.5,76
2022-08-15,6280,4.414,2635,0,347,4,479,393.0,47.5,88
2022-08-16,12534,10.312,2957,0,365,67,406,501.0,71.5,86
2022-08-17,13588,11.033,3080,0,506,51,361,460.0,118.5,74
2022-08-18,6559,4.969,2612,0,313,8,498,497.0,69.0,86
2022-08-19,10253,8.378,2965,0,470,17,373,432.0,53.0,88
2022-08-20,4517,3.063,2473,0,230,13,698,565.0,120.5,79
2022-08-21,10471,8.625,2866,0,345,42,463,551.0,110.5,80
2022-08-22,11801,9.99,3031,1,552,26,440,553.0,133.0,76
2022-08-23,14353,13.085,3232,0,564,48,374,476.0,140.0,71
2022-08-24,13581,11.572,3078,3,496,43,459,436.0,68.5,84
2022-08-25,10563,7.795,2885,0,527,3,390,468.0,60.0,87
2022-08-26,9841,8.877,2857,0,423,19,543,535.0,91.5,83
2022-08-29,6430,4.961,2621,0,355,4,597,576.0,69.5,88
2022-08-30,11628,9.441,2875,5,304,53,621,621.0,134.5,78
2022-08-31,5012,3.945,2499,0,258,3,483,497.0,95.5,81
2022-09-01,7264,5.471,2701,0,368,7,492,559.0,123.0,78
2022-09-04,5511,4.745,2504,0,246,10,702,558.0,67.0,88
2022-09-05,8584,6.778,2711,0,291,32,461,486.0,91.0,81
2022-09-08,7315,6.144,2692,0,335,19,504,483.0,77.5,84
2022-09-09,9606,8.173,2812,0,381,23,503,483.0,45.5,91
2022-09-10,7117,5.585,2680,0,358,9,513,511.0,75.5,85
2022-09-11,7355,6.105,2679,0,303,25,525,552.0,78.5,86
2022-09-12,11097,9.033,2910,0,387,38,487,479.0,61.5,87
2022-09-13,12649,9.867,2954,0,377,55,423,576.0,144.5,75
2022-09-14,6679,5.237,2624,0,350,10,571,565.0,57.0,90
2022-09-15,8667,7.067,2779,0,380,12,441,764.0,225.5,70
2022-09-16,7287,6.066,2708,0,345,17,637,591.0,153.5,74
2022-09-17,10847,9.032,2831,0,392,24,538,563.0,146.5,74
2022-09-18,13502,11.037,3076,0,589,17,432,597.0,149.0,75
2022-09-19,6427,4.834,2597,0,321,8,669,565.0,111.5,80
2022-09-20,11441,9.314,2896,0,409,33,487,498.0,126.5,75
2022-09-21,8555,7.623,2804,0,311,43,422,538.0,117.5,78
2022-09-22,9528,7.477,2772,0,305,52,533,576.0,102.0,82
2022-09-23,9749,7.773,2799,0,364,34,466,682.0,170.5,75
2022-09-24,9123,7.142,2785,0,359,28,461,446.0,115.5,74
2022-09-25,10310,7.833,2844,0,502,14,509,606.0,98.5,84
2022-09-26,10224,8.45,2827,0,347,50,533,552.0,107.5,81
2022-09-27,7446,6.556,2700,0,330,17,565,504.0,48.5,90
2022-09-28,8573,6.475,2769,1,425,10,508,611.0,78.0,87
2022-09-29,7768,6.743,2701,0,335,16,582,662.0,137.0,79
2022-09-30,10034,7.857,2811,1,321,45,508,578.0,163.0,72
2022-10-01,8761,7.281,2741,0,422,7,633,688.0,172.0,75
2022-10-02,9579,8.258,2855,10,400,15,494,497.0,69.5,86
2022-10-03,10287,8.766,2800,0,362,33,577,555.0,84.0,85
2022-10-04,6895,5.376,2342,0,332,16,515,559.0,104.0,81
2022-10-05,8448,7.229,2450,0,400,18,449,624.0,165.5,73
2022-10-06,7126,5.785,2295,0,314,12,628,619.0,94.5,85
2022-10-07,6421,4.452,2304,0,379,5,554,546.0,50.0,91
2022-10-08,5246,3.415,2237,0,294,3,480,474.0,78.0,84
2022-10-09,13691,10.439,2646,1,501,48,468,457.0,67.0,85
2022-10-10,10178,8.009,2512,0,476,19,472,412.0,53.0,87
2022-10-11,8124,5.889,2421,0,426,11,367,394.0,56.5,86
2022-10-12,8722,6.832,2405,1,392,20,560,507.0,99.0,80
2022-10-13,8993,7.458,2443,0,345,26,450,640.0,187.5,71
2022-10-14,5297,9.544,2463,0,227,86,522,617.0,196.5,68
2022-10-15,7371,5.809,2336,0,344,13,542,662.0,131.0,80
2022-10-16,9011,6.566,2412,0,470,5,576,522.0,161.0,69
2022-10-17,7874,5.327,2387,0,431,11,522,487.0,73.5,85
2022-10-18,13221,10.345,2636,4,395,64,499,639.0,110.5,83
2022-10-19,12685,10.147,2540,0,401,50,577,433.0,80.5,81
2022-10-20,10700,8.216,2510,0,372,51,495,430.0,132.0,69
2022-10-21,7092,5.745,2287,0,297,12,609,532.0,161.0,70
2022-10-22,9114,7.732,2404,0,343,22,531,620.0,120.0,81
2022-10-23,10875,9.005,2496,0,376,29,514,595.0,149.0,75
2022-10-24,7418,6.379,2318,0,302,23,546,501.0,66.5,87
2022-10-25,10479,9.321,2524,1,396,27,504,508.0,121.0,76
2022-10-26,6942,5.602,2280,0,324,12,619,570.0,100.0,82
2022-10-27,9007,7.073,2354,0,222,53,539,526.0,153.5,71
2022-06-09,15858,15.028,2970,7,302,118,298,401.0,31.0,92
2022-06-10,12517,11.548,2796,1,336,87,449,443.0,50.0,89
2022-06-11,7489,6.46,2462,0,339,20,581,657.0,83.5,87
2022-06-12,9808,8.581,2522,1,321,42,608,459.0,53.0,88
2022-06-13,6606,6.07,2393,0,245,27,525,491.0,49.5,90
2022-06-14,5341,4.533,2353,0,226,24,515,542.0,28.5,95
2022-06-15,14699,14.647,2896,4,348,99,580,562.0,65.5,88
2022-06-16,11458,10.277,2699,3,315,69,542,562.0,61.5,89
2022-06-17,4384,3.636,2234,0,144,23,642,630.0,86.0,86
2022-06-18,10282,9.846,2706,0,420,36,398,474.0,39.5,92
2022-06-19,13472,15.36,2939,7,278,133,603,527.0,52.5,90
